"k","Z","varZ","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
4.4121,0.25921,0.069237,1587.2,2.7911,0.12852,0,0.011447,0.01,0
4.7731,0.28411,0.071581,1739.2,3.079,0.18511,0,0.012398,0.01,0
5.0743,0.307,0.073129,1857.3,3.3555,0.23447,0,0.01336,0.01,0
5.3191,0.328,0.07404,1944,3.6186,0.27736,0,0.014332,0.01,0
5.5146,0.34724,0.074476,2003.1,3.8667,0.31392,0,0.015315,0.01,0
5.667,0.36488,0.074545,2038.8,4.1,0.34494,0,0.016309,0.01,0
5.7817,0.38103,0.074311,2055.5,4.3197,0.37064,0,0.017314,0.01,0
5.8652,0.39584,0.073874,2056.5,4.5263,0.39094,0,0.018331,0.01,0
5.9245,0.40941,0.073295,2044.6,4.72,0.406,0,0.019358,0.01,0
5.9638,0.42183,0.072587,2023.7,4.8977,0.41507,0,0.020397,0.01,0
5.984,0.43331,0.071778,1995.2,5.0595,0.42328,0,0.021448,0.01,0
5.9867,0.44397,0.0709,1959.2,5.2117,0.43262,0,0.022511,0.01,0
5.9716,0.45386,0.069966,1916.9,5.3566,0.44083,0,0.023585,0.01,0
5.9443,0.46305,0.069004,1870.6,5.4956,0.44821,0,0.024671,0.01,0
5.9103,0.47157,0.06805,1822.5,5.627,0.45495,0,0.02577,0.01,0
5.8696,0.47947,0.067087,1773.5,5.7485,0.46145,0,0.02688,0.01,0
5.8224,0.48678,0.0661,1723.6,5.8623,0.46681,0,0.028004,0.01,0
5.7699,0.49355,0.065108,1673.3,5.9696,0.47083,0,0.029139,0.01,0
5.7126,0.49983,0.064118,1622.9,6.0707,0.47381,0,0.030287,0.01,0
5.6512,0.50566,0.063133,1572.7,6.1662,0.4761,0,0.031449,0.01,0
5.586,0.51108,0.062151,1522.8,6.257,0.47788,0,0.032623,0.01,0
5.5174,0.51611,0.061176,1473.4,6.3432,0.47951,0,0.03381,0.01,0
5.4469,0.52075,0.060213,1424.9,6.4241,0.48079,0,0.03501,0.01,0
5.3746,0.52501,0.059265,1377.6,6.5005,0.48073,0,0.036224,0.01,0
5.3004,0.5289,0.058331,1331.2,6.5736,0.47891,0,0.037451,0.01,0
5.2259,0.53246,0.057416,1286.3,6.6431,0.47573,0,0.038692,0.01,0
5.1521,0.5357,0.056521,1243,6.7078,0.47151,0,0.039947,0.01,0
5.0796,0.53863,0.055648,1201.2,6.7679,0.4667,0,0.041216,0.01,0
5.0083,0.54128,0.054797,1161,6.824,0.46121,0,0.042499,0.01,0
4.9374,0.54365,0.053967,1122.2,6.8765,0.45522,0,0.043797,0.01,0
4.8673,0.54578,0.053157,1084.8,6.9256,0.44906,0,0.045109,0.01,0
4.7983,0.54766,0.052369,1048.8,6.9712,0.44263,0,0.046435,0.01,0
4.7304,0.54932,0.051602,1014.2,7.0134,0.43606,0,0.047776,0.01,0
4.664,0.55075,0.050856,981.06,7.0528,0.42924,0,0.049133,0.01,0
4.5988,0.55198,0.050132,949.18,7.0894,0.42238,0,0.050504,0.01,0
4.5351,0.55302,0.049428,918.6,7.1234,0.41549,0,0.051891,0.01,0
4.473,0.55389,0.048744,889.27,7.1549,0.40869,0,0.053293,0.01,0
4.4123,0.5546,0.048078,861.13,7.1839,0.4022,0,0.054711,0.01,0
4.353,0.55517,0.047429,834.1,7.2108,0.39627,0,0.056144,0.01,0
4.2948,0.55558,0.046796,808.1,7.2359,0.39082,0,0.057594,0.01,0
4.2377,0.55586,0.046178,783.08,7.2592,0.38548,0,0.05906,0.01,0
4.1816,0.556,0.045576,759.01,7.2808,0.3802,0,0.060542,0.01,0
4.1268,0.556,0.044988,735.87,7.3008,0.37491,0,0.062041,0.01,0
4.0732,0.55587,0.044413,713.63,7.3192,0.36962,0,0.063556,0.01,0
4.0208,0.55561,0.043852,692.25,7.3361,0.36433,0,0.065089,0.01,0
3.9694,0.55524,0.043303,671.65,7.3515,0.35904,0,0.066638,0.01,0
3.919,0.55475,0.042765,651.8,7.3656,0.35382,0,0.068205,0.01,0
3.8697,0.55415,0.042238,632.68,7.3784,0.34857,0,0.069789,0.01,0
3.8213,0.55343,0.041721,614.25,7.3898,0.34335,0,0.071391,0.01,0
3.7738,0.55262,0.041215,596.47,7.3999,0.33822,0,0.073011,0.01,0
3.7273,0.5517,0.040717,579.32,7.4088,0.33312,0,0.074649,0.01,0
3.6818,0.55068,0.040228,562.78,7.4166,0.328,0,0.076305,0.01,0
3.6371,0.54957,0.039747,546.81,7.4232,0.32289,0,0.077979,0.01,0
3.5933,0.54836,0.039275,531.38,7.4286,0.31788,0,0.079673,0.01,0
3.5503,0.54705,0.03881,516.46,7.4328,0.31302,0,0.081385,0.01,0
3.508,0.54567,0.038353,502.04,7.4361,0.30824,0,0.083116,0.01,0
3.4665,0.54419,0.037902,488.09,7.4384,0.30349,0,0.084867,0.01,0
3.4256,0.54262,0.037458,474.59,7.4397,0.29876,0,0.086637,0.01,0
3.3855,0.54097,0.037021,461.54,7.44,0.29374,0,0.088427,0.01,0
3.3462,0.53923,0.036591,448.92,7.4397,0.28794,0,0.090237,0.01,0
3.3074,0.53742,0.036166,436.7,7.4393,0.28152,0,0.092067,0.01,0
3.2692,0.53555,0.035746,424.84,7.4385,0.27536,0,0.093917,0.01,0
3.2317,0.53361,0.035332,413.35,7.4367,0.26967,0,0.095789,0.01,0
3.1952,0.5316,0.034924,402.24,7.4339,0.26417,0,0.097681,0.01,0
3.1596,0.52953,0.034521,391.52,7.4302,0.25876,0,0.099594,0.01,0
3.1249,0.52739,0.034124,381.17,7.4256,0.25341,0,0.10153,0.01,0
3.0911,0.52517,0.033732,371.16,7.4202,0.24808,0,0.10348,0.01,0
3.0581,0.5229,0.033345,361.49,7.4141,0.2428,0,0.10546,0.01,0
3.0259,0.52055,0.032963,352.13,7.4072,0.23758,0,0.10746,0.01,0
2.9944,0.51814,0.032586,343.07,7.3997,0.23248,0,0.10948,0.01,0
2.9636,0.51567,0.032212,334.3,7.3915,0.22742,0,0.11153,0.01,0
2.9335,0.51313,0.031843,325.8,7.3826,0.22241,0,0.1136,0.01,0
2.9039,0.51053,0.031476,317.56,7.3731,0.21743,0,0.11569,0.01,0
2.8749,0.50787,0.031113,309.55,7.3632,0.21266,0,0.1178,0.01,0
2.8465,0.50515,0.030753,301.79,7.3525,0.20795,0,0.11994,0.01,0
2.8186,0.50237,0.030394,294.25,7.3412,0.20342,0,0.1221,0.01,0
2.7911,0.49954,0.030038,286.91,7.3293,0.19891,0,0.12429,0.01,0
2.764,0.49665,0.029682,279.76,7.317,0.19485,0,0.1265,0.01,0
2.7371,0.49371,0.029328,272.79,7.3038,0.19094,0,0.12873,0.01,0
2.7106,0.49074,0.028975,265.99,7.2904,0.18781,0,0.13099,0.01,0
2.684,0.48771,0.028621,259.32,7.276,0.18508,0,0.13328,0.01,0
2.6574,0.48467,0.028267,252.78,7.2615,0.18352,0,0.13559,0.01,0
2.6309,0.48159,0.027912,246.32,7.2444,0.18191,0,0.13792,0.01,0
2.6039,0.47851,0.027558,240.03,7.2254,0.17993,0,0.14028,0.01,0
2.5771,0.4753,0.027196,233.68,7.2042,0.1775,0,0.14267,0.01,0
2.5515,0.4723,0.026852,227.94,7.1816,0.17382,0,0.14509,0.01,0
2.5221,0.46856,0.026458,221.29,7.1584,0.14904,0,0.14753,0.01,0
2.5047,0.46613,0.026219,217,7.1445,0.12488,0,0.15,0.01,0
1.1773,0.016751,0.0035708,27.855,1.1851,0.0041927,0,0.00082314,0.010638,0
1.0726,0.0075717,0.0013344,15.456,1.0018,0.033324,0,0,0.010638,0
1.2734,0.024912,0.0062894,47.263,1.3111,-0.08014,0,0.0016555,0.010638,0
1.3035,0.02919,0.0084678,65.658,1.2728,-0.14666,0,0.0024971,0.010638,0
1.3041,0.032843,0.010724,83.484,1.2133,-0.18484,0,0.0033481,0.010638,0
1.2973,0.037557,0.013322,103.52,1.1671,-0.19398,0,0.0042086,0.010638,0
1.304,0.044534,0.01649,130.79,1.1552,-0.18587,0,0.0050787,0.010638,0
1.3505,0.054841,0.020482,173.16,1.1844,-0.16894,0,0.0059585,0.010638,0
1.4652,0.069334,0.025427,239.8,1.2619,-0.14523,0,0.0068481,0.010638,0
1.6647,0.088118,0.031141,336.53,1.3902,-0.11833,0,0.0077477,0.010638,0
1.9435,0.11041,0.037199,462.46,1.562,-0.086858,0,0.0086573,0.010638,0
2.282,0.13501,0.043139,610.62,1.769,-0.047994,0,0.009577,0.010638,0
2.6537,0.16059,0.048586,770.21,2.0016,-0.0042755,0,0.010507,0.010638,0
3.0322,0.18606,0.053308,929.55,2.2468,0.040845,0,0.011447,0.010638,0
3.3957,0.21071,0.057231,1078.9,2.4963,0.085419,0,0.012398,0.010638,0
3.7307,0.23414,0.060378,1212.2,2.7454,0.1283,0,0.01336,0.010638,0
4.0306,0.25616,0.062818,1326.6,2.9899,0.16836,0,0.014332,0.010638,0
4.2939,0.27671,0.064654,1421.3,3.2258,0.20436,0,0.015315,0.010638,0
4.5207,0.29581,0.065986,1496.8,3.452,0.23635,0,0.016309,0.010638,0
4.7126,0.31351,0.066884,1554.7,3.6685,0.2643,0,0.017314,0.010638,0
4.873,0.32989,0.067446,1597,3.8745,0.28814,0,0.018331,0.010638,0
5.007,0.345,0.067746,1625.5,4.0692,0.30746,0,0.019358,0.010638,0
5.116,0.35893,0.067816,1642.1,4.2502,0.32078,0,0.020397,0.010638,0
5.2008,0.37189,0.067708,1648.4,4.418,0.33267,0,0.021448,0.010638,0
5.2647,0.38403,0.06746,1645,4.5773,0.34642,0,0.022511,0.010638,0
5.3091,0.39538,0.067095,1633.3,4.7302,0.36049,0,0.023585,0.010638,0
5.3394,0.40598,0.06664,1616.2,4.8773,0.37249,0,0.024671,0.010638,0
5.3597,0.41588,0.066123,1595.6,5.017,0.38149,0,0.02577,0.010638,0
5.3694,0.42513,0.065539,1571.4,5.1475,0.38976,0,0.02688,0.010638,0
5.3687,0.43378,0.064892,1543.7,5.271,0.39754,0,0.028004,0.010638,0
5.3591,0.44187,0.064204,1513.5,5.3882,0.40449,0,0.029139,0.010638,0
5.341,0.44943,0.063481,1481.2,5.4993,0.41067,0,0.030287,0.010638,0
5.3157,0.45653,0.062733,1447.4,5.6049,0.41631,0,0.031449,0.010638,0
5.2841,0.46318,0.06196,1412.2,5.7068,0.42137,0,0.032623,0.010638,0
5.247,0.4694,0.061168,1376.3,5.8044,0.42604,0,0.03381,0.010638,0
5.206,0.47521,0.060371,1340.1,5.8961,0.43026,0,0.03501,0.010638,0
5.1608,0.4806,0.059567,1303.7,5.9831,0.43384,0,0.036224,0.010638,0
5.1116,0.4856,0.058755,1267.2,6.0667,0.43627,0,0.037451,0.010638,0
5.0603,0.49021,0.057945,1231.2,6.1464,0.43659,0,0.038692,0.010638,0
5.0079,0.49444,0.057142,1195.8,6.221,0.43507,0,0.039947,0.010638,0
4.9543,0.49833,0.056347,1161,6.2909,0.43266,0,0.041216,0.010638,0
4.8996,0.50191,0.055561,1126.9,6.3566,0.42938,0,0.042499,0.010638,0
4.8439,0.50518,0.054785,1093.4,6.4185,0.42541,0,0.043797,0.010638,0
4.7876,0.50817,0.054021,1060.8,6.4768,0.4212,0,0.045109,0.010638,0
4.7312,0.51089,0.053271,1029,6.5314,0.41675,0,0.046435,0.010638,0
4.675,0.51334,0.052536,998.11,6.5824,0.412,0,0.047776,0.010638,0
4.619,0.51554,0.051816,968.17,6.6302,0.40685,0,0.049133,0.010638,0
4.5633,0.51751,0.051111,939.12,6.675,0.40153,0,0.050504,0.010638,0
4.508,0.51926,0.050421,910.98,6.717,0.396,0,0.051891,0.010638,0
4.4533,0.52081,0.049747,883.75,6.7563,0.39039,0,0.053293,0.010638,0
4.3992,0.52218,0.049088,857.42,6.7928,0.38493,0,0.054711,0.010638,0
4.3459,0.52338,0.048443,831.96,6.8271,0.37981,0,0.056144,0.010638,0
4.2933,0.52442,0.047813,807.36,6.8594,0.37511,0,0.057594,0.010638,0
4.2413,0.5253,0.047196,783.57,6.8896,0.37062,0,0.05906,0.010638,0
4.1901,0.52603,0.046592,760.6,6.9179,0.36621,0,0.060542,0.010638,0
4.1397,0.5266,0.046001,738.45,6.9444,0.36175,0,0.062041,0.010638,0
4.0902,0.52703,0.045422,717.08,6.9692,0.35725,0,0.063556,0.010638,0
4.0416,0.52731,0.044854,696.45,6.9924,0.35268,0,0.065089,0.010638,0
3.9937,0.52747,0.044297,676.52,7.0139,0.34809,0,0.066638,0.010638,0
3.9465,0.5275,0.04375,657.26,7.0339,0.34353,0,0.068205,0.010638,0
3.9,0.52741,0.043212,638.63,7.0526,0.33893,0,0.069789,0.010638,0
3.8542,0.52718,0.042683,620.62,7.0697,0.33434,0,0.071391,0.010638,0
3.809,0.52685,0.042163,603.19,7.0855,0.32978,0,0.073011,0.010638,0
3.7646,0.52641,0.041652,586.34,7.0999,0.32521,0,0.074649,0.010638,0
3.7209,0.52585,0.041148,570.02,7.1131,0.3206,0,0.076305,0.010638,0
3.6778,0.52519,0.040652,554.24,7.125,0.31597,0,0.077979,0.010638,0
3.6354,0.52442,0.040163,538.94,7.1356,0.31141,0,0.079673,0.010638,0
3.5936,0.52356,0.039681,524.12,7.145,0.30698,0,0.081385,0.010638,0
3.5523,0.5226,0.039206,509.76,7.1533,0.30261,0,0.083116,0.010638,0
3.5117,0.52155,0.038736,495.83,7.1606,0.29826,0,0.084867,0.010638,0
3.4716,0.5204,0.038273,482.33,7.1667,0.29395,0,0.086637,0.010638,0
3.4321,0.51915,0.037817,469.23,7.1718,0.28964,0,0.088427,0.010638,0
3.393,0.51782,0.037366,456.53,7.1759,0.28487,0,0.090237,0.010638,0
3.3541,0.5164,0.03692,444.18,7.18,0.27926,0,0.092067,0.010638,0
3.3157,0.5149,0.03648,432.16,7.1838,0.27345,0,0.093917,0.010638,0
3.2779,0.51333,0.036045,420.5,7.1866,0.26799,0,0.095789,0.010638,0
3.2411,0.51168,0.035617,409.24,7.1881,0.26271,0,0.097681,0.010638,0
3.2052,0.50996,0.035195,398.36,7.1885,0.25746,0,0.099594,0.010638,0
3.1702,0.50816,0.034779,387.85,7.188,0.25223,0,0.10153,0.010638,0
3.136,0.50629,0.034368,377.68,7.1866,0.24703,0,0.10348,0.010638,0
3.1026,0.50434,0.033963,367.84,7.1844,0.24191,0,0.10546,0.010638,0
3.0699,0.50232,0.033563,358.31,7.1813,0.23684,0,0.10746,0.010638,0
3.0379,0.50023,0.033168,349.09,7.1776,0.23181,0,0.10948,0.010638,0
3.0066,0.49807,0.032777,340.15,7.173,0.22681,0,0.11153,0.010638,0
2.9758,0.49584,0.03239,331.48,7.1678,0.2219,0,0.1136,0.010638,0
2.9456,0.49355,0.032007,323.06,7.1619,0.21705,0,0.11569,0.010638,0
2.916,0.49119,0.031627,314.89,7.1554,0.21237,0,0.1178,0.010638,0
2.8869,0.48876,0.03125,306.95,7.1482,0.20771,0,0.11994,0.010638,0
2.8583,0.48628,0.030875,299.25,7.1403,0.20324,0,0.1221,0.010638,0
2.83,0.48373,0.030503,291.74,7.1318,0.19882,0,0.12429,0.010638,0
2.8021,0.48113,0.030132,284.43,7.1229,0.19482,0,0.1265,0.010638,0
2.7745,0.47848,0.029763,277.29,7.1131,0.19093,0,0.12873,0.010638,0
2.7471,0.47578,0.029395,270.33,7.1029,0.18783,0,0.13099,0.010638,0
2.7197,0.47303,0.029027,263.49,7.0919,0.1851,0,0.13328,0.010638,0
2.6923,0.47026,0.02866,256.8,7.0808,0.18357,0,0.13559,0.010638,0
2.6648,0.46745,0.028292,250.19,7.0675,0.1822,0,0.13792,0.010638,0
2.6369,0.46464,0.027926,243.73,7.0524,0.18053,0,0.14028,0.010638,0
2.609,0.46172,0.027552,237.2,7.0348,0.17835,0,0.14267,0.010638,0
2.5825,0.45897,0.027197,231.32,7.0162,0.17436,0,0.14509,0.010638,0
2.5519,0.45552,0.026791,224.5,6.9963,0.14963,0,0.14753,0.010638,0
2.5338,0.45327,0.026547,220.08,6.9834,0.12599,0,0.15,0.010638,0
1.0785,0.0068527,0.0016925,18.512,1.0699,0.037663,0,0.00082314,0.011321,0
1.0284,0.0024711,0.00054414,12.447,0.95996,0.044261,0,0,0.011321,0
1.1343,0.012496,0.0034187,28.826,1.1753,-0.013369,0,0.0016555,0.011321,0
1.1585,0.016655,0.005016,39.385,1.1945,-0.057989,0,0.0024971,0.011321,0
1.1613,0.020042,0.0065721,49.625,1.1767,-0.089608,0,0.0033481,0.011321,0
1.1517,0.023458,0.0082007,60.025,1.1518,-0.10252,0,0.0042086,0.011321,0
1.1394,0.02756,0.010013,72.043,1.1394,-0.10133,0,0.0050787,0.011321,0
1.1355,0.03294,0.012142,88.097,1.1461,-0.092509,0,0.0059585,0.011321,0
1.1525,0.040207,0.014728,111.52,1.1781,-0.079957,0,0.0068481,0.011321,0
1.2042,0.049933,0.017881,146.1,1.2394,-0.067033,0,0.0077477,0.011321,0
1.3014,0.062507,0.021624,195.21,1.3303,-0.053438,0,0.0086573,0.011321,0
1.4499,0.077946,0.025858,260.94,1.4506,-0.0374,0,0.009577,0.011321,0
1.6484,0.095837,0.030377,343.05,1.5987,-0.019436,0,0.010507,0.011321,0
1.8873,0.11551,0.034938,438.32,1.769,0.0010364,0,0.011447,0.011321,0
2.1527,0.13624,0.039325,541.53,1.9565,0.025136,0,0.012398,0.011321,0
2.4308,0.15733,0.043371,647.19,2.1558,0.052332,0,0.01336,0.011321,0
2.7097,0.17821,0.04697,750.65,2.3611,0.080811,0,0.014332,0.011321,0
2.9798,0.19848,0.050082,848.1,2.5673,0.10855,0,0.015315,0.011321,0
3.234,0.21792,0.052712,936.77,2.7715,0.13538,0,0.016309,0.011321,0
3.4681,0.23638,0.054879,1015.2,2.9721,0.161,0,0.017314,0.011321,0
3.6805,0.25378,0.056632,1083.1,3.1668,0.18373,0,0.018331,0.011321,0
3.8713,0.27012,0.058025,1140.2,3.3542,0.20294,0,0.019358,0.011321,0
4.039,0.28541,0.059106,1186.4,3.5326,0.21892,0,0.020397,0.011321,0
4.1831,0.29976,0.05993,1222.1,3.7018,0.23441,0,0.021448,0.011321,0
4.307,0.31331,0.060538,1248.7,3.8643,0.25103,0,0.022511,0.011321,0
4.413,0.32608,0.060959,1267.3,4.0211,0.26779,0,0.023585,0.011321,0
4.5037,0.3381,0.061218,1279.5,4.1721,0.28229,0,0.024671,0.011321,0
4.5809,0.34939,0.061328,1286.5,4.3161,0.29364,0,0.02577,0.011321,0
4.6446,0.36004,0.061311,1288.1,4.453,0.3041,0,0.02688,0.011321,0
4.6957,0.37008,0.061191,1284.7,4.5841,0.31442,0,0.028004,0.011321,0
4.7355,0.37956,0.060982,1277.1,4.7096,0.32444,0,0.029139,0.011321,0
4.7643,0.3885,0.060697,1266.1,4.8296,0.33412,0,0.030287,0.011321,0
4.7833,0.39696,0.060348,1252.1,4.9446,0.34394,0,0.031449,0.011321,0
4.7942,0.40493,0.059938,1235.5,5.0564,0.35329,0,0.032623,0.011321,0
4.7978,0.41245,0.059476,1216.9,5.164,0.36092,0,0.03381,0.011321,0
4.7951,0.41952,0.058971,1196.7,5.266,0.36747,0,0.03501,0.011321,0
4.7859,0.42617,0.05843,1174.9,5.3635,0.37389,0,0.036224,0.011321,0
4.7708,0.4324,0.057855,1152,5.4574,0.37935,0,0.037451,0.011321,0
4.7517,0.43821,0.057256,1128.5,5.5472,0.38267,0,0.038692,0.011321,0
4.7292,0.4436,0.056637,1104.3,5.6321,0.38411,0,0.039947,0.011321,0
4.7022,0.44862,0.056004,1079.6,5.7124,0.38455,0,0.041216,0.011321,0
4.6714,0.45329,0.05536,1054.5,5.7884,0.38411,0,0.042499,0.011321,0
4.6378,0.45762,0.054708,1029.1,5.8608,0.38288,0,0.043797,0.011321,0
4.6021,0.46163,0.054055,1003.8,5.9295,0.38121,0,0.045109,0.011321,0
4.5649,0.46533,0.053405,978.73,5.9942,0.37909,0,0.046435,0.011321,0
4.5266,0.46874,0.052756,953.9,6.0549,0.37644,0,0.047776,0.011321,0
4.487,0.47187,0.052111,929.36,6.1123,0.37335,0,0.049133,0.011321,0
4.4462,0.47474,0.051472,905.16,6.1665,0.36998,0,0.050504,0.011321,0
4.4045,0.47736,0.050838,881.31,6.2177,0.36626,0,0.051891,0.011321,0
4.3621,0.47975,0.050213,857.89,6.266,0.36234,0,0.053293,0.011321,0
4.3191,0.48193,0.049597,834.93,6.3115,0.35842,0,0.054711,0.011321,0
4.276,0.48392,0.048991,812.48,6.3544,0.35466,0,0.056144,0.011321,0
4.2327,0.48572,0.048394,790.57,6.3951,0.35114,0,0.057594,0.011321,0
4.1895,0.48734,0.047807,769.22,6.4336,0.34783,0,0.05906,0.011321,0
4.1466,0.48878,0.047229,748.49,6.4698,0.34459,0,0.060542,0.011321,0
4.104,0.49006,0.04666,728.37,6.504,0.34123,0,0.062041,0.011321,0
4.0616,0.49117,0.046099,708.83,6.5364,0.33775,0,0.063556,0.011321,0
4.0195,0.49212,0.045546,689.82,6.5669,0.33415,0,0.065089,0.011321,0
3.9775,0.49293,0.045001,671.34,6.5958,0.33049,0,0.066638,0.011321,0
3.9358,0.4936,0.044463,653.36,6.623,0.32683,0,0.068205,0.011321,0
3.8943,0.49412,0.043932,635.88,6.6487,0.32312,0,0.069789,0.011321,0
3.8531,0.49451,0.043407,618.89,6.6727,0.3194,0,0.071391,0.011321,0
3.8122,0.49477,0.042889,602.38,6.6952,0.31563,0,0.073011,0.011321,0
3.7717,0.49492,0.042378,586.34,6.7163,0.3118,0,0.074649,0.011321,0
3.7315,0.49494,0.041872,570.75,6.736,0.30791,0,0.076305,0.011321,0
3.6917,0.49484,0.041373,555.59,6.7543,0.30397,0,0.077979,0.011321,0
3.6522,0.49462,0.040879,540.84,6.7713,0.30006,0,0.079673,0.011321,0
3.6131,0.49429,0.040391,526.51,6.7869,0.29621,0,0.081385,0.011321,0
3.5743,0.49387,0.039908,512.58,6.8014,0.2924,0,0.083116,0.011321,0
3.5359,0.49334,0.039431,499.02,6.8147,0.28861,0,0.084867,0.011321,0
3.4979,0.4927,0.038958,485.83,6.8268,0.28482,0,0.086637,0.011321,0
3.4602,0.49197,0.03849,473,6.8377,0.28105,0,0.088427,0.011321,0
3.4225,0.49113,0.038026,460.5,6.8475,0.27723,0,0.090237,0.011321,0
3.3847,0.4902,0.037567,448.28,6.8571,0.2729,0,0.092067,0.011321,0
3.347,0.48919,0.037113,436.34,6.8665,0.26803,0,0.093917,0.011321,0
3.31,0.48808,0.036664,424.77,6.8749,0.26308,0,0.095789,0.011321,0
3.2739,0.48688,0.036222,413.57,6.8818,0.25816,0,0.097681,0.011321,0
3.2386,0.48559,0.035785,402.73,6.8874,0.2532,0,0.099594,0.011321,0
3.2041,0.48422,0.035355,392.24,6.8919,0.24825,0,0.10153,0.011321,0
3.1702,0.48277,0.034929,382.07,6.8955,0.24332,0,0.10348,0.011321,0
3.137,0.48124,0.034509,372.22,6.8981,0.23845,0,0.10546,0.011321,0
3.1045,0.47962,0.034095,362.66,6.8998,0.2336,0,0.10746,0.011321,0
3.0725,0.47793,0.033685,353.39,6.9007,0.22874,0,0.10948,0.011321,0
3.0411,0.47616,0.033279,344.39,6.9007,0.22392,0,0.11153,0.011321,0
3.0103,0.47431,0.032878,335.65,6.8999,0.21923,0,0.1136,0.011321,0
2.9799,0.4724,0.03248,327.16,6.8985,0.2146,0,0.11569,0.011321,0
2.95,0.47041,0.032086,318.91,6.8964,0.21005,0,0.1178,0.011321,0
2.9206,0.46835,0.031695,310.89,6.8934,0.20546,0,0.11994,0.011321,0
2.8916,0.46623,0.031306,303.09,6.8898,0.20113,0,0.1221,0.011321,0
2.8629,0.46405,0.03092,295.48,6.8855,0.1969,0,0.12429,0.011321,0
2.8345,0.4618,0.030536,288.07,6.8807,0.19303,0,0.1265,0.011321,0
2.8064,0.4595,0.030154,280.83,6.875,0.18924,0,0.12873,0.011321,0
2.7785,0.45714,0.029772,273.77,6.8689,0.18619,0,0.13099,0.011321,0
2.7505,0.45474,0.029392,266.82,6.8621,0.18351,0,0.13328,0.011321,0
2.7225,0.45231,0.029013,260.03,6.8551,0.18203,0,0.13559,0.011321,0
2.6944,0.44984,0.028634,253.31,6.8465,0.18087,0,0.13792,0.011321,0
2.6658,0.44736,0.028257,246.74,6.8364,0.17961,0,0.14028,0.011321,0
2.6369,0.44477,0.027874,240.09,6.8232,0.17783,0,0.14267,0.011321,0
2.6097,0.44233,0.027509,234.09,6.8098,0.1737,0,0.14509,0.011321,0
2.5783,0.43925,0.027093,227.14,6.7942,0.14952,0,0.14753,0.011321,0
2.5594,0.43723,0.026844,222.63,6.783,0.12676,0,0.15,0.011321,0
1.0369,0.0034924,0.00095372,14.696,1.0068,0.040925,0,0.00082314,0.012051,0
1.0133,0.0011538,0.00029696,11.391,0.93733,0.034988,0,0,0.012051,0
1.065,0.0069771,0.0020275,20.439,1.085,0.018382,0,0.0016555,0.012051,0
1.0787,0.01004,0.0031147,26.585,1.1195,-0.0079416,0,0.0024971,0.012051,0
1.0796,0.012728,0.0041931,32.699,1.1268,-0.029745,0,0.0033481,0.012051,0
1.0707,0.015298,0.0052836,38.745,1.1212,-0.041153,0,0.0042086,0.012051,0
1.0563,0.018041,0.0064247,45.108,1.1167,-0.042825,0,0.0050787,0.012051,0
1.0415,0.021234,0.0076663,52.516,1.1199,-0.038057,0,0.0059585,0.012051,0
1.0318,0.025161,0.009071,62,1.1356,-0.030377,0,0.0068481,0.012051,0
1.0324,0.030133,0.010711,74.841,1.1662,-0.021537,0,0.0077477,0.012051,0
1.0492,0.036486,0.012659,92.552,1.2128,-0.012144,0,0.0086573,0.012051,0
1.089,0.044539,0.014973,116.85,1.2763,-0.0034127,0,0.009577,0.012051,0
1.1572,0.05451,0.017669,149.33,1.3582,0.0037825,0,0.010507,0.012051,0
1.257,0.066463,0.020715,191.03,1.4591,0.010959,0,0.011447,0.012051,0
1.3887,0.08026,0.024027,242.05,1.5786,0.019781,0,0.012398,0.012051,0
1.5495,0.095577,0.027485,301.41,1.7148,0.030536,0,0.01336,0.012051,0
1.7342,0.11199,0.030957,367.22,1.8639,0.043175,0,0.014332,0.012051,0
1.9351,0.12905,0.034324,436.91,2.0222,0.057199,0,0.015315,0.012051,0
2.1448,0.14637,0.037496,507.85,2.1873,0.072589,0,0.016309,0.012051,0
2.3566,0.16359,0.040407,577.77,2.3569,0.089033,0,0.017314,0.012051,0
2.5649,0.18046,0.043017,644.69,2.5274,0.10548,0,0.018331,0.012051,0
2.7656,0.19679,0.045317,707.19,2.696,0.12138,0,0.019358,0.012051,0
2.9543,0.21245,0.047311,763.83,2.8611,0.13636,0,0.020397,0.012051,0
3.1283,0.22744,0.049025,813.74,3.022,0.15136,0,0.021448,0.012051,0
3.2882,0.24178,0.050489,857.23,3.1791,0.16675,0,0.022511,0.012051,0
3.4347,0.25549,0.051728,894.74,3.3324,0.1822,0,0.023585,0.012051,0
3.5683,0.26853,0.052758,926.7,3.4817,0.19663,0,0.024671,0.012051,0
3.689,0.28093,0.053594,953.39,3.6259,0.20938,0,0.02577,0.012051,0
3.7967,0.29271,0.054258,974.83,3.7648,0.22163,0,0.02688,0.012051,0
3.8921,0.30392,0.054774,991.35,3.8992,0.23382,0,0.028004,0.012051,0
3.9761,0.31459,0.055157,1003.3,4.0292,0.24594,0,0.029139,0.012051,0
4.0489,0.32474,0.055424,1011.2,4.1545,0.25788,0,0.030287,0.012051,0
4.111,0.3344,0.055588,1015.7,4.2759,0.26999,0,0.031449,0.012051,0
4.1641,0.34358,0.055656,1016.9,4.3941,0.28153,0,0.032623,0.012051,0
4.2086,0.35229,0.055637,1015.3,4.5082,0.29132,0,0.03381,0.012051,0
