"k","Z","varZ","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
7.3082,0.87513,0.039372,2249,10.461,0.86303,0,0.014332,0.005,0
7.0694,0.87303,0.038754,2115.9,10.462,0.82935,0,0.015315,0.005,0
6.8444,0.8709,0.038156,1994,10.463,0.79869,0,0.016309,0.005,0
6.6321,0.86873,0.037578,1882.2,10.462,0.77052,0,0.017314,0.005,0
6.4309,0.86654,0.037022,1779.2,10.462,0.74419,0,0.018331,0.005,0
6.2405,0.86431,0.036485,1684.4,10.461,0.71986,0,0.019358,0.005,0
6.0633,0.86204,0.035973,1597.8,10.458,0.69647,0,0.020397,0.005,0
5.8995,0.8597,0.035486,1519.2,10.448,0.67132,0,0.021448,0.005,0
5.7449,0.8573,0.035021,1446.8,10.435,0.64609,0,0.022511,0.005,0
5.5967,0.85485,0.034576,1379.2,10.422,0.62378,0,0.023585,0.005,0
5.4545,0.85236,0.034148,1316,10.409,0.60415,0,0.024671,0.005,0
5.3179,0.84984,0.033734,1256.8,10.395,0.58648,0,0.02577,0.005,0
5.1867,0.84729,0.033333,1201.3,10.382,0.57014,0,0.02688,0.005,0
5.0609,0.84471,0.032945,1149.2,10.369,0.55478,0,0.028004,0.005,0
4.9399,0.84209,0.032568,1100.3,10.355,0.5403,0,0.029139,0.005,0
4.8235,0.83946,0.032201,1054.2,10.341,0.5266,0,0.030287,0.005,0
4.7113,0.83679,0.031845,1010.7,10.327,0.51374,0,0.031449,0.005,0
4.6035,0.8341,0.031498,969.76,10.312,0.50104,0,0.032623,0.005,0
4.4997,0.83138,0.031162,931.07,10.297,0.48865,0,0.03381,0.005,0
4.3994,0.82863,0.030834,894.45,10.282,0.47709,0,0.03501,0.005,0
4.3028,0.82585,0.030516,859.81,10.267,0.46515,0,0.036224,0.005,0
4.2098,0.82304,0.030206,827.02,10.252,0.45328,0,0.037451,0.005,0
4.1201,0.8202,0.029905,795.95,10.236,0.44167,0,0.038692,0.005,0
4.0341,0.81731,0.029614,766.61,10.22,0.4286,0,0.039947,0.005,0
3.9516,0.81439,0.029332,738.82,10.203,0.41635,0,0.041216,0.005,0
3.8724,0.81144,0.029057,712.42,10.183,0.40542,0,0.042499,0.005,0
3.796,0.80845,0.028791,687.3,10.162,0.39592,0,0.043797,0.005,0
3.7217,0.80544,0.028532,663.28,10.141,0.38725,0,0.045109,0.005,0
3.65,0.80239,0.028281,640.37,10.12,0.37883,0,0.046435,0.005,0
3.5806,0.79931,0.028036,618.51,10.099,0.37049,0,0.047776,0.005,0
3.5137,0.7962,0.0278,597.67,10.078,0.36127,0,0.049133,0.005,0
3.4491,0.79306,0.02757,577.8,10.057,0.35266,0,0.050504,0.005,0
3.3868,0.78989,0.027348,558.81,10.035,0.3441,0,0.051891,0.005,0
3.3266,0.78669,0.027133,540.68,10.013,0.33588,0,0.053293,0.005,0
3.2686,0.78345,0.026925,523.35,9.9911,0.32785,0,0.054711,0.005,0
3.2127,0.78018,0.026724,506.8,9.9689,0.32009,0,0.056144,0.005,0
3.1587,0.77688,0.02653,490.97,9.9463,0.31281,0,0.057594,0.005,0
3.1067,0.77353,0.026343,475.85,9.9232,0.30562,0,0.05906,0.005,0
3.0566,0.77016,0.026163,461.37,9.8997,0.29858,0,0.060542,0.005,0
3.0083,0.76674,0.025989,447.53,9.8761,0.29178,0,0.062041,0.005,0
2.9618,0.76329,0.025822,434.28,9.8521,0.28526,0,0.063556,0.005,0
2.917,0.7598,0.025661,421.6,9.8278,0.27896,0,0.065089,0.005,0
2.8739,0.75627,0.025506,409.47,9.8032,0.27278,0,0.066638,0.005,0
2.8325,0.75269,0.025357,397.85,9.7782,0.26669,0,0.068205,0.005,0
2.7927,0.74908,0.025214,386.73,9.753,0.26078,0,0.069789,0.005,0
2.7544,0.74542,0.025076,376.07,9.7274,0.25496,0,0.071391,0.005,0
2.7176,0.74173,0.024944,365.86,9.7015,0.24916,0,0.073011,0.005,0
2.6823,0.73798,0.024816,356.07,9.6752,0.24346,0,0.074649,0.005,0
2.6483,0.73419,0.024693,346.68,9.6484,0.2379,0,0.076305,0.005,0
2.6157,0.73036,0.024575,337.67,9.6213,0.23252,0,0.077979,0.005,0
2.5843,0.72648,0.024461,329.03,9.5938,0.22731,0,0.079673,0.005,0
2.5543,0.72255,0.02435,320.72,9.5659,0.22224,0,0.081385,0.005,0
2.5254,0.71858,0.024244,312.74,9.5377,0.21729,0,0.083116,0.005,0
2.4976,0.71456,0.02414,305.08,9.5092,0.21245,0,0.084867,0.005,0
2.471,0.71049,0.024039,297.71,9.4804,0.20773,0,0.086637,0.005,0
2.4455,0.70638,0.02394,290.61,9.4513,0.20318,0,0.088427,0.005,0
2.421,0.70221,0.023844,283.79,9.4219,0.19873,0,0.090237,0.005,0
2.3975,0.69801,0.023749,277.22,9.3923,0.19434,0,0.092067,0.005,0
2.3749,0.69375,0.023656,270.88,9.3625,0.19007,0,0.093917,0.005,0
2.3532,0.68944,0.023564,264.77,9.3322,0.18596,0,0.095789,0.005,0
2.3324,0.68509,0.023472,258.88,9.3016,0.18206,0,0.097681,0.005,0
2.3124,0.68069,0.02338,253.19,9.2705,0.17831,0,0.099594,0.005,0
2.2933,0.67624,0.023289,247.7,9.239,0.1746,0,0.10153,0.005,0
2.2748,0.67174,0.023196,242.39,9.207,0.17091,0,0.10348,0.005,0
2.2571,0.66719,0.023103,237.26,9.1747,0.1673,0,0.10546,0.005,0
2.2401,0.66259,0.023009,232.29,9.1418,0.16377,0,0.10746,0.005,0
2.2238,0.65795,0.022914,227.49,9.1087,0.16032,0,0.10948,0.005,0
2.2082,0.65325,0.022818,222.83,9.075,0.15689,0,0.11153,0.005,0
2.1931,0.6485,0.02272,218.31,9.041,0.15353,0,0.1136,0.005,0
2.1787,0.6437,0.022621,213.93,9.0065,0.15024,0,0.11569,0.005,0
2.1648,0.63885,0.022519,209.69,8.9717,0.14706,0,0.1178,0.005,0
2.1514,0.63395,0.022416,205.56,8.9362,0.14388,0,0.11994,0.005,0
2.1386,0.629,0.02231,201.55,8.9005,0.14088,0,0.1221,0.005,0
2.1262,0.62399,0.022201,197.64,8.8639,0.13799,0,0.12429,0.005,0
2.1142,0.61894,0.022089,193.84,8.8271,0.13544,0,0.1265,0.005,0
2.1025,0.61384,0.021973,190.12,8.7889,0.13308,0,0.12873,0.005,0
2.0911,0.60871,0.021853,186.49,8.7503,0.13129,0,0.13099,0.005,0
2.08,0.60351,0.021729,182.91,8.7096,0.1298,0,0.13328,0.005,0
2.069,0.59831,0.021599,179.43,8.6677,0.12849,0,0.13559,0.005,0
2.0582,0.59301,0.021464,175.96,8.623,0.12609,0,0.13792,0.005,0
2.0477,0.58778,0.021325,172.66,8.578,0.12449,0,0.14028,0.005,0
2.0371,0.58228,0.021175,169.25,8.5312,0.12113,0,0.14267,0.005,0
2.0275,0.57723,0.021032,166.19,8.4844,0.11996,0,0.14509,0.005,0
2.0163,0.57111,0.020855,162.65,8.4354,0.10825,0,0.14753,0.005,0
2.0095,0.56701,0.020739,160.22,8.4055,0.093187,0,0.15,0.005,0
9.8422,0.81839,0.043476,3683.4,7.9736,1.5342,0,0.00082314,0.00525,0
4.2786,0.55698,0.018471,970.68,5.8354,0.80682,0,0,0.00525,0
13.334,0.85743,0.055383,6263.7,8.5477,1.6642,0,0.0016555,0.00525,0
13.753,0.86451,0.057085,6877.9,9.0189,1.7074,0,0.0024971,0.00525,0
13.395,0.86705,0.056881,6703.3,9.3213,1.6721,0,0.0033481,0.00525,0
12.802,0.86823,0.055979,6278.6,9.5364,1.5974,0,0.0042086,0.00525,0
12.131,0.86877,0.054803,5758.7,9.691,1.5136,0,0.0050787,0.00525,0
11.472,0.86895,0.053457,5246.1,9.8133,1.4316,0,0.0059585,0.00525,0
10.855,0.86889,0.05205,4772.3,9.914,1.3535,0,0.0068481,0.00525,0
10.292,0.8686,0.050661,4347.6,9.9992,1.2806,0,0.0077477,0.00525,0
9.7946,0.86805,0.049326,3978.2,10.065,1.211,0,0.0086573,0.00525,0
9.3539,0.86726,0.048069,3657.9,10.113,1.1419,0,0.009577,0.00525,0
8.9524,0.86629,0.046888,3374.2,10.149,1.0788,0,0.010507,0.00525,0
8.582,0.86515,0.045776,3120.7,10.178,1.0251,0,0.011447,0.00525,0
8.2398,0.86388,0.044729,2893.8,10.202,0.9785,0,0.012398,0.00525,0
7.9244,0.8625,0.043745,2691.1,10.221,0.93645,0,0.01336,0.00525,0
7.6322,0.86103,0.042821,2509,10.237,0.898,0,0.014332,0.00525,0
7.36,0.85947,0.04195,2344.7,10.25,0.86325,0,0.015315,0.00525,0
7.1066,0.85782,0.04113,2196.3,10.261,0.83137,0,0.016309,0.00525,0
6.8699,0.8561,0.040356,2061.9,10.27,0.80171,0,0.017314,0.00525,0
6.6474,0.85431,0.039624,1939.4,10.278,0.77407,0,0.018331,0.00525,0
6.439,0.85245,0.038933,1827.8,10.286,0.74826,0,0.019358,0.00525,0
6.2468,0.85051,0.038283,1727,10.289,0.72312,0,0.020397,0.00525,0
6.0698,0.84847,0.037674,1636,10.285,0.69665,0,0.021448,0.00525,0
5.9031,0.84635,0.0371,1552.6,10.277,0.67058,0,0.022511,0.00525,0
5.7442,0.84417,0.036556,1475.3,10.27,0.64749,0,0.023585,0.00525,0
5.5924,0.84192,0.036039,1403.5,10.261,0.62711,0,0.024671,0.00525,0
5.4475,0.83962,0.035545,1336.7,10.252,0.60871,0,0.02577,0.00525,0
5.3089,0.83728,0.035071,1274.5,10.244,0.59165,0,0.02688,0.00525,0
5.1765,0.8349,0.034616,1216.4,10.234,0.57561,0,0.028004,0.00525,0
5.0497,0.83247,0.034179,1162.2,10.224,0.5605,0,0.029139,0.00525,0
4.9281,0.83001,0.033757,1111.3,10.213,0.5462,0,0.030287,0.00525,0
4.8113,0.82751,0.033349,1063.6,10.202,0.53272,0,0.031449,0.00525,0
4.6994,0.82498,0.032956,1018.8,10.19,0.51946,0,0.032623,0.00525,0
4.5918,0.8224,0.032576,976.65,10.178,0.50655,0,0.03381,0.00525,0
4.4883,0.81979,0.032208,936.92,10.166,0.49444,0,0.03501,0.00525,0
4.3887,0.81715,0.031852,899.48,10.153,0.48206,0,0.036224,0.00525,0
4.293,0.81447,0.031507,864.15,10.14,0.46973,0,0.037451,0.00525,0
4.2009,0.81174,0.031173,830.78,10.127,0.45772,0,0.038692,0.00525,0
4.1126,0.80898,0.030851,799.33,10.113,0.44441,0,0.039947,0.00525,0
4.0279,0.80617,0.030539,769.61,10.097,0.43148,0,0.041216,0.00525,0
3.9468,0.80333,0.030236,741.46,10.08,0.41977,0,0.042499,0.00525,0
3.8686,0.80045,0.029943,714.72,10.061,0.40994,0,0.043797,0.00525,0
3.7928,0.79753,0.029658,689.23,10.041,0.40128,0,0.045109,0.00525,0
3.7196,0.79458,0.029382,664.97,10.022,0.39284,0,0.046435,0.00525,0
3.6488,0.79159,0.029115,641.85,10.002,0.3846,0,0.047776,0.00525,0
3.5806,0.78856,0.028857,619.86,9.9828,0.37564,0,0.049133,0.00525,0
3.5148,0.7855,0.028608,598.92,9.9629,0.36703,0,0.050504,0.00525,0
3.4513,0.7824,0.028367,578.93,9.9425,0.35844,0,0.051891,0.00525,0
3.39,0.77927,0.028134,559.88,9.9218,0.34996,0,0.053293,0.00525,0
3.331,0.7761,0.027908,541.7,9.9006,0.34151,0,0.054711,0.00525,0
3.2741,0.7729,0.02769,524.36,9.8794,0.33341,0,0.056144,0.00525,0
3.2192,0.76966,0.02748,507.81,9.8579,0.32589,0,0.057594,0.00525,0
3.1664,0.76638,0.027277,491.99,9.8358,0.31844,0,0.05906,0.00525,0
3.1155,0.76306,0.027081,476.88,9.8134,0.3111,0,0.060542,0.00525,0
3.0664,0.75971,0.026893,462.44,9.7907,0.30403,0,0.062041,0.00525,0
3.0193,0.75632,0.026711,448.63,9.7677,0.29724,0,0.063556,0.00525,0
2.9738,0.75288,0.026535,435.43,9.7443,0.29067,0,0.065089,0.00525,0
2.9301,0.74941,0.026366,422.81,9.7205,0.28422,0,0.066638,0.00525,0
2.8881,0.7459,0.026203,410.73,9.6964,0.27782,0,0.068205,0.00525,0
2.8476,0.74234,0.026046,399.15,9.6721,0.27161,0,0.069789,0.00525,0
2.8087,0.73874,0.025894,388.07,9.6473,0.26552,0,0.071391,0.00525,0
2.7714,0.7351,0.025748,377.47,9.6221,0.25946,0,0.073011,0.00525,0
2.7354,0.73141,0.025607,367.3,9.5966,0.25354,0,0.074649,0.00525,0
2.7009,0.72768,0.025471,357.54,9.5707,0.24778,0,0.076305,0.00525,0
2.6677,0.72391,0.025339,348.19,9.5443,0.24218,0,0.077979,0.00525,0
2.6357,0.72008,0.025211,339.21,9.5176,0.23672,0,0.079673,0.00525,0
2.6051,0.71622,0.025087,330.58,9.4904,0.23141,0,0.081385,0.00525,0
2.5756,0.7123,0.024967,322.29,9.463,0.22623,0,0.083116,0.00525,0
2.5472,0.70834,0.02485,314.33,9.4352,0.22121,0,0.084867,0.00525,0
2.52,0.70434,0.024735,306.67,9.4072,0.21633,0,0.086637,0.00525,0
2.4939,0.70028,0.024623,299.3,9.3788,0.21157,0,0.088427,0.00525,0
2.4688,0.69618,0.024513,292.21,9.3502,0.20688,0,0.090237,0.00525,0
2.4446,0.69204,0.024405,285.38,9.3213,0.20229,0,0.092067,0.00525,0
2.4214,0.68784,0.024299,278.79,9.2922,0.19789,0,0.093917,0.00525,0
2.3991,0.6836,0.024193,272.44,9.2627,0.19365,0,0.095789,0.00525,0
2.3776,0.67931,0.024088,266.31,9.2328,0.18952,0,0.097681,0.00525,0
2.357,0.67498,0.023982,260.4,9.2025,0.18544,0,0.099594,0.00525,0
2.3372,0.6706,0.023877,254.68,9.1718,0.18146,0,0.10153,0.00525,0
2.3181,0.66617,0.023771,249.15,9.1406,0.17762,0,0.10348,0.00525,0
2.2997,0.66169,0.023664,243.81,9.109,0.1739,0,0.10546,0.00525,0
2.282,0.65717,0.023557,238.63,9.0769,0.17022,0,0.10746,0.00525,0
2.265,0.65259,0.023448,233.62,9.0445,0.16661,0,0.10948,0.00525,0
2.2486,0.64797,0.023339,228.77,9.0117,0.16304,0,0.11153,0.00525,0
2.2329,0.6433,0.023227,224.06,8.9785,0.15955,0,0.1136,0.00525,0
2.2177,0.63857,0.023115,219.49,8.9447,0.15611,0,0.11569,0.00525,0
2.2031,0.6338,0.023,215.06,8.9107,0.15278,0,0.1178,0.00525,0
2.1891,0.62897,0.022883,210.76,8.8761,0.14947,0,0.11994,0.00525,0
2.1755,0.6241,0.022764,206.57,8.8412,0.14636,0,0.1221,0.00525,0
2.1623,0.61917,0.022642,202.49,8.8055,0.14334,0,0.12429,0.00525,0
2.1496,0.6142,0.022517,198.52,8.7695,0.14066,0,0.1265,0.00525,0
2.1372,0.60918,0.022389,194.64,8.7322,0.13818,0,0.12873,0.00525,0
2.125,0.60413,0.022257,190.84,8.6946,0.13631,0,0.13099,0.00525,0
2.1131,0.59902,0.02212,187.1,8.6548,0.13477,0,0.13328,0.00525,0
2.1013,0.5939,0.021978,183.46,8.6139,0.13345,0,0.13559,0.00525,0
2.0897,0.58868,0.02183,179.84,8.5702,0.13102,0,0.13792,0.00525,0
2.0784,0.58354,0.02168,176.39,8.5261,0.12932,0,0.14028,0.00525,0
2.0669,0.57813,0.021517,172.82,8.4803,0.12589,0,0.14267,0.00525,0
2.0565,0.57316,0.021363,169.63,8.4342,0.12454,0,0.14509,0.00525,0
2.0444,0.56714,0.021173,165.92,8.3866,0.11209,0,0.14753,0.00525,0
2.0369,0.56311,0.021049,163.39,8.3581,0.09641,0,0.15,0.00525,0
10.887,0.67364,0.063396,5296.2,5.7892,0.54106,0,0.00082314,0.0055,0
4.456,0.44726,0.028879,1482.5,4.4457,0.060064,0,0,0.0055,0
15.288,0.78668,0.074998,8582.9,6.9429,1.2428,0,0.0016555,0.0055,0
15.688,0.81497,0.072681,9024,7.8069,1.5701,0,0.0024971,0.0055,0
15.138,0.82708,0.070022,8573,8.3746,1.6285,0,0.0033481,0.0055,0
14.309,0.83385,0.067373,7855.5,8.7651,1.5956,0,0.0042086,0.0055,0
13.416,0.83824,0.064818,7069.4,9.0426,1.5315,0,0.0050787,0.0055,0
12.569,0.84133,0.062335,6336.5,9.2549,1.4588,0,0.0059585,0.0055,0
11.794,0.84359,0.059963,5682.9,9.4244,1.3849,0,0.0068481,0.0055,0
11.103,0.8452,0.057747,5114.2,9.5633,1.3131,0,0.0077477,0.0055,0
10.501,0.84623,0.055705,4629.3,9.6715,1.2422,0,0.0086573,0.0055,0
9.9702,0.8468,0.053835,4213.5,9.7535,1.1722,0,0.009577,0.0055,0
9.4919,0.84701,0.052121,3850.4,9.8188,1.1092,0,0.010507,0.0055,0
9.0567,0.84692,0.050544,3530.9,9.8728,1.0554,0,0.011447,0.0055,0
8.6602,0.84656,0.049092,3249.3,9.9184,1.0081,0,0.012398,0.0055,0
8.2986,0.846,0.047754,3000.7,9.9564,0.96525,0,0.01336,0.0055,0
7.9667,0.84527,0.046518,2779.9,9.9879,0.92655,0,0.014332,0.0055,0
7.6609,0.84435,0.045376,2583.1,10.015,0.89175,0,0.015315,0.0055,0
7.3787,0.84328,0.044317,2407.1,10.038,0.85924,0,0.016309,0.0055,0
7.1168,0.84209,0.043332,2248.9,10.058,0.82899,0,0.017314,0.0055,0
6.8728,0.84077,0.042414,2106.2,10.076,0.80051,0,0.018331,0.0055,0
6.6461,0.83934,0.041558,1977.3,10.092,0.7732,0,0.019358,0.0055,0
6.4387,0.83779,0.040761,1861.8,10.103,0.74645,0,0.020397,0.0055,0
6.2479,0.83612,0.04002,1757.8,10.106,0.71901,0,0.021448,0.0055,0
6.0687,0.83433,0.039328,1662.9,10.105,0.69238,0,0.022511,0.0055,0
5.8986,0.83245,0.038679,1575.5,10.103,0.66868,0,0.023585,0.0055,0
5.7371,0.83049,0.038066,1494.8,10.101,0.64779,0,0.024671,0.0055,0
5.5835,0.82846,0.037484,1420.1,10.097,0.62882,0,0.02577,0.0055,0
5.4373,0.82636,0.036932,1350.9,10.093,0.61117,0,0.02688,0.0055,0
5.2981,0.82421,0.036405,1286.6,10.088,0.59458,0,0.028004,0.0055,0
5.1652,0.82201,0.035902,1226.8,10.082,0.57896,0,0.029139,0.0055,0
5.0381,0.81975,0.035419,1171,10.075,0.56417,0,0.030287,0.0055,0
4.9165,0.81745,0.034956,1118.8,10.067,0.55019,0,0.031449,0.0055,0
4.8002,0.81509,0.034511,1070.1,10.059,0.53648,0,0.032623,0.0055,0
4.6888,0.81269,0.034083,1024.3,10.05,0.5231,0,0.03381,0.0055,0
4.5817,0.81025,0.033671,981.37,10.04,0.51052,0,0.03501,0.0055,0
4.479,0.80776,0.033273,941,10.03,0.49778,0,0.036224,0.0055,0
4.3805,0.80523,0.03289,903.02,10.02,0.48507,0,0.037451,0.0055,0
4.2858,0.80265,0.03252,867.25,10.009,0.47271,0,0.038692,0.0055,0
4.1951,0.80002,0.032162,833.6,9.9971,0.45927,0,0.039947,0.0055,0
4.1081,0.79734,0.031818,801.86,9.984,0.44594,0,0.041216,0.0055,0
4.0248,0.79463,0.031484,771.88,9.9692,0.43345,0,0.042499,0.0055,0
3.9448,0.79187,0.031161,743.45,9.9522,0.42299,0,0.043797,0.0055,0
3.8673,0.78907,0.030848,716.41,9.9347,0.41401,0,0.045109,0.0055,0
3.7925,0.78623,0.030545,690.72,9.9172,0.40527,0,0.046435,0.0055,0
3.7204,0.78335,0.030252,666.31,9.8996,0.397,0,0.047776,0.0055,0
3.6508,0.78043,0.02997,643.11,9.8816,0.38815,0,0.049133,0.0055,0
3.5837,0.77746,0.029697,621.05,9.863,0.37981,0,0.050504,0.0055,0
3.5189,0.77446,0.029434,600.02,9.844,0.37162,0,0.051891,0.0055,0
3.4565,0.77141,0.02918,580,9.8245,0.36327,0,0.053293,0.0055,0
3.3963,0.76832,0.028935,560.91,9.8046,0.3548,0,0.054711,0.0055,0
3.3383,0.76519,0.028698,542.74,9.7846,0.34646,0,0.056144,0.0055,0
3.2825,0.76203,0.02847,525.42,9.7644,0.33863,0,0.057594,0.0055,0
3.2288,0.75882,0.028249,508.88,9.7435,0.3309,0,0.05906,0.0055,0
3.177,0.75558,0.028036,493.1,9.7222,0.32328,0,0.060542,0.0055,0
3.1271,0.75229,0.027831,478.02,9.7006,0.31593,0,0.062041,0.0055,0
3.0792,0.74897,0.027632,463.63,9.6786,0.30887,0,0.063556,0.0055,0
3.033,0.74561,0.027441,449.87,9.6562,0.302,0,0.065089,0.0055,0
2.9886,0.7422,0.027256,436.72,9.6334,0.29524,0,0.066638,0.0055,0
2.9458,0.73875,0.027077,424.14,9.6103,0.28854,0,0.068205,0.0055,0
2.9047,0.73526,0.026905,412.1,9.5869,0.28204,0,0.069789,0.0055,0
2.8651,0.73173,0.026738,400.57,9.563,0.27572,0,0.071391,0.0055,0
2.8271,0.72815,0.026577,389.53,9.5387,0.26943,0,0.073011,0.0055,0
2.7904,0.72453,0.026421,378.96,9.5141,0.26327,0,0.074649,0.0055,0
2.7552,0.72087,0.02627,368.82,9.489,0.25728,0,0.076305,0.0055,0
2.7214,0.71715,0.026123,359.09,9.4635,0.25144,0,0.077979,0.0055,0
2.6888,0.7134,0.025981,349.75,9.4376,0.24576,0,0.079673,0.0055,0
2.6574,0.7096,0.025843,340.79,9.4114,0.24024,0,0.081385,0.0055,0
2.6273,0.70575,0.025708,332.17,9.3848,0.2349,0,0.083116,0.0055,0
2.5983,0.70186,0.025576,323.89,9.3579,0.22969,0,0.084867,0.0055,0
2.5704,0.69792,0.025447,315.93,9.3306,0.2246,0,0.086637,0.0055,0
2.5436,0.69393,0.025321,308.27,9.303,0.2196,0,0.088427,0.0055,0
2.5178,0.6899,0.025196,300.89,9.2752,0.21472,0,0.090237,0.0055,0
2.493,0.68582,0.025074,293.79,9.2472,0.20999,0,0.092067,0.0055,0
2.4691,0.6817,0.024953,286.94,9.2189,0.20544,0,0.093917,0.0055,0
2.4461,0.67752,0.024833,280.33,9.1902,0.20103,0,0.095789,0.0055,0
2.4239,0.67331,0.024713,273.95,9.1612,0.19669,0,0.097681,0.0055,0
2.4026,0.66905,0.024594,267.79,9.1316,0.19239,0,0.099594,0.0055,0
2.382,0.66474,0.024474,261.83,9.1017,0.18821,0,0.10153,0.0055,0
2.3622,0.66038,0.024354,256.07,9.0714,0.18417,0,0.10348,0.0055,0
2.3431,0.65598,0.024233,250.5,9.0406,0.18024,0,0.10546,0.0055,0
2.3247,0.65154,0.024111,245.11,9.0094,0.17641,0,0.10746,0.0055,0
2.307,0.64704,0.023989,239.89,8.9778,0.17267,0,0.10948,0.0055,0
2.2899,0.64249,0.023865,234.83,8.9458,0.16896,0,0.11153,0.0055,0
2.2734,0.6379,0.02374,229.92,8.9135,0.16533,0,0.1136,0.0055,0
2.2575,0.63325,0.023614,225.16,8.8806,0.16174,0,0.11569,0.0055,0
2.2421,0.62856,0.023486,220.54,8.8474,0.15827,0,0.1178,0.0055,0
2.2273,0.62381,0.023355,216.05,8.8137,0.15485,0,0.11994,0.0055,0
2.213,0.61902,0.023223,211.68,8.7797,0.15162,0,0.1221,0.0055,0
2.1991,0.61418,0.023088,207.43,8.7448,0.14846,0,0.12429,0.0055,0
2.1855,0.60929,0.02295,203.28,8.7097,0.14566,0,0.1265,0.0055,0
2.1724,0.60436,0.022809,199.23,8.6734,0.14307,0,0.12873,0.0055,0
2.1594,0.59938,0.022664,195.27,8.6367,0.14113,0,0.13099,0.0055,0
2.1467,0.59436,0.022514,191.36,8.598,0.13953,0,0.13328,0.0055,0
2.134,0.58933,0.02236,187.56,8.5582,0.1382,0,0.13559,0.0055,0
2.1216,0.5842,0.0222,183.78,8.5155,0.13573,0,0.13792,0.0055,0
2.1094,0.57915,0.022037,180.17,8.4722,0.13396,0,0.14028,0.0055,0
2.0971,0.57383,0.021862,176.44,8.4275,0.13048,0,0.14267,0.0055,0
2.0859,0.56894,0.021696,173.12,8.3822,0.12894,0,0.14509,0.0055,0
2.0728,0.56302,0.021494,169.24,8.336,0.11572,0,0.14753,0.0055,0
2.0647,0.55906,0.021362,166.6,8.309,0.099417,0,0.15,0.0055,0
9.675,0.54556,0.064237,5179.3,4.0328,-0.55558,0,0.00082314,0.00575,0
3.2854,0.35582,0.022251,1144.1,3.4668,-0.77197,0,0,0.00575,0
15.634,0.70954,0.089311,9472.4,5.3525,0.67744,0,0.0016555,0.00575,0
16.793,0.75933,0.086528,10462,6.5547,1.2799,0,0.0024971,0.00575,0
16.387,0.78181,0.08264,10042,7.3599,1.4789,0,0.0033481,0.00575,0
15.524,0.79485,0.078723,9213.7,7.9229,1.521,0,0.0042086,0.00575,0
14.52,0.80363,0.075,8256.6,8.3287,1.4977,0,0.0050787,0.00575,0
13.55,0.81007,0.071469,7356.5,8.6372,1.4476,0,0.0059585,0.00575,0
12.659,0.815,0.068166,6553.9,8.8815,1.3871,0,0.0068481,0.00575,0
11.866,0.8188,0.065134,5859.9,9.0794,1.3226,0,0.0077477,0.00575,0
11.175,0.82168,0.06238,5269.9,9.2345,1.2552,0,0.0086573,0.00575,0
10.566,0.82384,0.059886,4764.6,9.3554,1.1881,0,0.009577,0.00575,0
10.018,0.82542,0.057624,4325.5,9.4537,1.1277,0,0.010507,0.00575,0
9.5234,0.82654,0.055568,3942.2,9.5359,1.0752,0,0.011447,0.00575,0
9.076,0.82726,0.053696,3607,9.6057,1.0285,0,0.012398,0.00575,0
8.6706,0.82766,0.051988,3313.1,9.6646,0.98587,0,0.01336,0.00575,0
8.301,0.82778,0.050428,3054,9.7145,0.94761,0,0.014332,0.00575,0
7.963,0.82763,0.049,2824.6,9.7575,0.91285,0,0.015315,0.00575,0
7.6529,0.82724,0.047688,2621,9.7946,0.88046,0,0.016309,0.00575,0
7.3669,0.82667,0.046481,2439.2,9.8269,0.85084,0,0.017314,0.00575,0
7.1019,0.82591,0.045367,2276.1,9.8561,0.82244,0,0.018331,0.00575,0
6.8574,0.82497,0.044337,2129.8,9.8818,0.79442,0,0.019358,0.00575,0
6.6349,0.82388,0.043387,1999.5,9.9009,0.76638,0,0.020397,0.00575,0
6.4305,0.82261,0.042508,1882.5,9.9114,0.73811,0,0.021448,0.00575,0
6.2386,0.82121,0.041692,1776,9.9177,0.71121,0,0.022511,0.00575,0
6.0575,0.81968,0.04093,1678.3,9.9233,0.68714,0,0.023585,0.00575,0
5.8862,0.81805,0.040216,1588.5,9.9269,0.66597,0,0.024671,0.00575,0
5.724,0.81632,0.039542,1505.8,9.9288,0.64659,0,0.02577,0.00575,0
5.57,0.81452,0.038906,1429.5,9.93,0.62847,0,0.02688,0.00575,0
5.4239,0.81263,0.038302,1358.9,9.9298,0.61148,0,0.028004,0.00575,0
5.2848,0.81068,0.037728,1293.5,9.9282,0.59551,0,0.029139,0.00575,0
5.1523,0.80866,0.03718,1232.6,9.9254,0.58037,0,0.030287,0.00575,0
5.0258,0.80658,0.036657,1175.9,9.9217,0.566,0,0.031449,0.00575,0
4.9051,0.80444,0.036157,1123.1,9.9173,0.5519,0,0.032623,0.00575,0
4.7896,0.80224,0.035678,1073.7,9.9116,0.53815,0,0.03381,0.00575,0
4.6789,0.79999,0.035217,1027.4,9.9053,0.52519,0,0.03501,0.00575,0
4.573,0.79768,0.034775,984.03,9.8987,0.51217,0,0.036224,0.00575,0
4.4715,0.79532,0.034349,943.33,9.8909,0.49917,0,0.037451,0.00575,0
4.3741,0.79291,0.033939,905.08,9.8827,0.4865,0,0.038692,0.00575,0
4.2809,0.79043,0.033544,869.17,9.8735,0.47298,0,0.039947,0.00575,0
4.1915,0.78791,0.033164,835.35,9.863,0.45947,0,0.041216,0.00575,0
